29,31,83,0,41,70,69,88,63,2,48,71,111,28,27,78,48,81,61,102,59,
30,11,9,85,62,104,102,6,86,77,67,14,64,86,76,66,33,79,19,80,26,
31,5,68,49,103,3,101,17,92,30,90,98,17,73,80,20,80,18,73,61,70,
32,2,86,53,16,13,32,9,85,110,85,110,55,67,93,17,59,80,17,5,102,
33,55,0,42,48,80,90,94,46,87,87,33,4,60,78,45,3,83,39,52,92,
34,38,6,21,68,93,33,102,7,54,14,18,107,57,60,87,41,6,109,44,93,
35,91,111,9,76,69,78,57,70,64,72,53,5,66,19,73,46,110,63,9,17,
36,41,65,29,45,50,83,42,36,46,70,64,84,13,89,59,74,29,22,99,84,
37,15,82,96,12,28,25,21,62,20,43,3,24,0,49,49,32,48,91,87,23,
38,52,102,69,38,25,2,40,107,97,33,86,108,34,9,75,40,96,56,32,7,
39,42,88,47,75,83,9,49,58,27,53,111,37,53,41,79,103,31,100,84,36,
40,27,39,28,2,40,47,78,100,61,80,109,60,103,66,52,92,42,104,94,43,
41,0,41,110,18,34,34,35,41,67,21,87,51,75,53,32,66,62,76,54,61,
42,97,22,14,26,18,4,68,17,37,42,47,22,36,50,33,12,21,50,60,109,
43,85,17,62,94,55,51,65,51,93,52,52,78,84,100,67,69,50,52,59,31,
44,78,21,58,69,11,39,41,108,76,65,4,38,68,47,105,6,43,62,63,13,
45,39,96,98,22,6,110,23,81,16,56,67,103,83,0,100,10,92,88,39,63,
46,86,62,81,56,17,16,8,44,24,96,9,94,3,18,35,53,85,9,103,71,
47,20,61,11,53,35,99,44,34,44,41,46,35,46,51,74,105,34,106,100,25,
48,21,5,31,95,73,76,77,56,12,50,88,93,63,20,84,5,37,89,89,28,
49,84,2,32,106,66,68,29,38,89,71,77,52,37,54,95,91,47,75,1,75,
50,72,104,1,20,89,40,108,80,18,30,8,19,87,98,7,71,56,85,72,91,
51,37,84,72,90,109,27,32,61,72,100,72,87,71,99,110,25,22,29,33,111,
52,95,11,97,50,14,62,76,43,43,7,12,83,32,48,40,19,78,0,30,77,
53,73,25,83,57,67,79,28,82,73,74,65,81,72,21,50,20,104,12,31,106,
54,89,73,43,66,103,70,85,20,68,34,70,63,2,79,4,77,10,44,56,33,
55,25,56,41,89,57,61,46,78,19,15,103,48,31,88,3,99,99,102,55,19,
56,110,7,92,58,5,93,0,66,94,36,73,62,79,55,103,26,84,70,20,86,
57,43,76,24,96,71,49,111,6,107,28,48,75,92,97,57,100,44,105,111,79,
58,19,55,35,104,105,31,3,73,49,17,108,21,39,59,60,29,63,92,3,108,
59,46,23,19,14,21,37,10,40,50,6,42,109,99,11,98,11,1,110,90,32,
60,50,51,56,25,47,1,90,76,105,35,92,68,69,6,91,102,53,20,17,16,
61,65,37,101,49,7,89,93,75,65,25,31,31,19,64,106,21,102,14,35,83,
62,93,94,7,8,9,84,25,101,111,8,84,54,15,7,30,97,16,49,105,54,
63,14,27,61,54,86,29,101,52,34,108,99,95,9,111,6,13,12,1,82,53,
64,98,29,87,78,54,56,24,31,29,84,106,40,90,43,76,7,51,45,25,65,
65,34,49,91,35,63,87,72,19,101,88,83,92,21,39,96,4,101,18,27,10,
66,67,14,64,11,23,52,110,10,13,78,63,43,16,25,93,30,70,67,76,47,
67,13,3,36,43,68,106,105,1,79,58,97,72,1,77,55,24,32,42,11,68,
68,82,13,104,86,10,46,80,53,102,23,36,7,74,57,94,1,23,82,58,72,
69,57,66,89,64,24,44,14,27,41,81,20,9,61,103,38,82,20,80,97,9,
70,10,100,102,87,75,30,104,110,28,9,27,36,51,17,14,106,13,43,8,12,
71,109,85,6,33,42,54,75,84,25,89,57,3,64,75,82,72,30,79,47,29,
72,102,48,50,74,27,28,96,33,0,19,2,85,95,86,46,54,7,10,92,107,
73,81,34,27,72,19,45,79,90,57,107,74,73,62,13,69,68,100,48,69,0,
74,107,78,111,1,107,21,56,45,86,64,95,12,12,12,10,37,90,94,104,46,
75,6,26,34,0,16,36,70,3,98,37,76,88,85,3,37,23,72,5,71,90,
76,90,74,44,77,106,15,18,11,23,0,60,71,80,32,53,38,49,38,18,97,
77,40,35,90,105,26,65,50,71,83,104,104,65,14,45,72,75,64,36,37,96,
78,62,19,84,15,95,92,99,105,4,75,41,58,10,71,97,65,94,101,79,56,
79,17,20,65,9,60,71,59,94,47,11,100,29,43,105,107,8,59,111,66,105,
80,105,105,75,71,41,64,34,89,39,3,49,6,24,74,64,88,98,58,24,82,
81,61,50,22,92,51,17,100,42,99,24,59,27,77,33,101,110,76,87,40,2,
82,60,30,23,93,22,72,62,35,103,10,54,39,23,4,26,27,69,103,7,5,
83,80,57,12,40,20,43,89,48,55,105,91,10,82,69,21,94,11,99,49,30,
84,36,63,79,109,110,14,48,55,75,39,55,91,52,28,48,85,24,11,28,76,
85,30,79,2,98,36,96,107,21,26,26,0,76,25,73,109,61,97,28,21,18,
86,16,95,105,107,65,111,38,14,91,44,58,47,108,61,83,111,54,7,6,99,
87,77,91,16,13,98,77,74,28,32,20,38,110,45,84,61,83,39,13,81,89,
88,32,72,60,100,48,7,1,104,45,57,61,59,101,10,23,108,93,6,86,73,
89,69,38,78,61,64,50,43,15,71,86,5,82,49,14,62,14,8,46,48,48,
90,22,77,106,17,44,75,20,68,69,73,56,15,56,26,24,9,14,15,14,58,
91,83,101,76,42,2,108,16,74,22,31,62,0,98,2,13,96,108,4,70,21,
92,8,69,5,10,12,5,81,103,59,82,80,49,42,85,81,84,60,60,26,66,
93,92,16,13,19,46,104,83,64,108,103,35,101,11,62,39,79,9,2,78,101,
94,68,90,59,102,53,100,45,72,82,101,85,90,26,58,11,98,33,47,15,24,
95,24,54,48,36,33,57,91,98,81,94,11,30,35,23,29,56,27,23,77,27,
96,12,42,26,91,81,6,4,77,3,63,89,14,55,107,25,43,91,90,23,60,
97,4,4,52,70,94,11,27,5,14,18,43,8,88,110,2,17,66,65,83,44,
98,1,64,99,83,43,80,55,102,10,109,40,70,81,30,102,36,61,66,50,8,
99,96,36,86,111,0,0,51,12,7,5,22,42,20,81,104,95,87,31,43,78,
100,64,70,109,97,58,8,71,83,100,95,50,44,30,8,34,55,52,98,38,88,
101,103,103,39,84,38,20,5,97,17,45,81,57,18,46,0,31,74,95,107,6,
102,54,75,40,73,76,94,109,67,31,46,16,34,97,95,58,60,35,96,110,95,
103,75,28,71,81,62,81,26,65,5,61,66,50,93,40,99,52,75,54,57,62,
104,49,12,82,27,72,24,13,54,33,93,15,53,58,44,22,34,105,69,95,51,
105,51,80,63,55,97,19,52,109,74,60,26,80,65,91,80,70,89,83,13,34,
106,106,45,70,52,29,103,95,30,53,111,51,16,111,94,54,101,68,53,101,104,
107,111,10,4,7,39,66,12,87,78,32,94,56,5,96,15,28,111,78,46,22,
108,56,87,107,79,37,23,84,37,85,69,93,97,96,63,70,47,109,32,62,15,
109,33,32,38,31,92,95,39,50,36,76,96,67,47,82,108,0,38,59,34,50,
110,48,44,74,80,91,10,2,96,38,68,90,61,44,24,12,62,36,33,42,49,
111,28,110,80,37,88,74,31,8,63,38,30,2,106,5,77,104,55,3,96,3,
