#nodes
3783
node,node
1,181
1,184
1,187
1,188
1,189
1,199
1,205
1,208
1,210
1,215
1,216
1,218
1,221
1,222
1,235
1,236
1,237
1,240
1,241
1,243
1,248
1,249
1,250
1,256
1,262
1,263
1,267
1,268
1,269
1,270
1,271
1,276
1,280
1,292
1,298
1,305
1,311
1,317
1,329
1,347
1,349
1,352
1,353
1,354
1,374
1,378
1,380
1,381
1,388
1,401
1,411
1,419
1,423
1,435
1,445
1,448
1,468
1,470
1,472
1,474
1,488
1,502
1,503
1,507
1,511
1,531
1,543
1,552
1,560
1,561
1,563
1,584
1,586
1,646
1,657
1,671
1,680
1,709
1,766
1,767
1,768
1,773
1,776
1,786
1,797
1,861
1,870
1,914
1,916
1,985
1,986
1,1008
1,1089
1,1097
1,1126
1,1155
1,1208
1,1221
1,1224
1,1231
1,1367
1,1379
1,1385
1,1400
1,1408
1,1420
1,1474
1,1486
1,1493
1,1522
1,1602
1,1631
1,1634
1,1690
1,1692
1,1708
1,1784
1,1920
1,1921
1,1928
1,1935
1,1956
1,1976
1,1997
1,2005
1,2243
1,2335
1,2403
1,2445
1,2458
1,2487
1,2496
1,2498
1,2630
1,2697
1,2838
1,3464
1,3578
1,3579
1,3581
1,3660
1,3678
1,3686
1,3730
1,3755
1,3761
1,3781
2,4
2,5
2,6
2,7
2,9
2,10
2,11
2,12
2,18
2,20
2,23
2,25
2,26
2,28
2,29
2,30
2,31
2,32
2,33
2,35
2,39
2,41
2,42
2,48
2,52
2,55
2,57
2,61
2,62
2,71
2,74
2,80
2,86
2,87
2,89
2,91
2,92
2,94
2,96
2,99
2,102
2,104
2,106
2,110
2,112
2,114
2,115
2,119
2,122
2,123
2,124
2,134
2,135
2,141
2,153
2,157
2,161
2,162
2,169
2,171
2,172
2,173
2,176
2,189
2,196
2,198
2,202
2,204
2,206
2,207
2,218
2,226
2,227
2,241
2,243
2,246
2,258
2,261
2,265
2,285
2,286
2,287
2,288
2,289
2,290
2,294
2,295
2,308
2,319
2,330
2,332
2,335
2,344
2,346
2,350
2,357
2,393
2,395
2,432
2,434
2,453
2,459
2,491
2,492
2,508
2,524
2,544
2,556
2,588
2,589
2,620
2,631
2,637
2,640
2,645
2,649
2,655
2,690
2,700
2,701
2,702
2,719
2,747
2,748
2,751
2,752
2,753
2,754
2,756
2,773
2,814
2,817
2,875
2,876
2,878
2,882
2,884
2,885
2,889
2,890
2,936
2,954
2,968
2,970
2,972
2,973
2,975
2,987
2,1035
2,1042
2,1053
2,1055
2,1058
2,1059
2,1060
2,1062
2,1063
2,1128
2,1146
2,1168
2,1173
2,1174
2,1183
2,1273
2,1335
2,1337
2,1338
2,1346
2,1347
2,1355
2,1357
2,1358
2,1359
2,1360
2,1361
2,1362
2,1366
2,1374
2,1378
2,1455
2,1458
2,1522
2,1523
2,1535
2,1544
2,1546
2,1547
2,1549
2,1554
2,1557
2,1559
2,1575
2,1789
2,1814
2,1815
2,1817
2,1823
2,1831
2,1833
2,1834
2,1835
2,1836
2,1838
2,1842
2,1843
2,1848
2,1852
2,2000
2,2052
2,2262
2,2279
2,2284
2,2289
2,2290
2,2292
2,2294
2,2297
2,2299
2,2305
2,2307
2,2310
2,2314
2,2320
2,2327
2,2330
2,2331
2,2333
2,2335
2,2345
2,2352
2,2902
2,3042
2,3048
2,3086
2,3104
2,3126
2,3131
2,3153
2,3180
2,3197
2,3199
2,3202
2,3220
2,3253
2,3259
2,3274
2,3327
2,3471
2,3514
2,3519
2,3555
2,3558
2,3568
2,3572
2,3584
2,3609
2,3610
2,3687
2,3690
2,3703
2,3773
2,3782
3,8
3,9
3,10
3,15
3,16
3,20
3,21
3,22
3,24
3,25
3,30
3,34
3,36
3,37
3,38
3,39
3,44
3,46
3,53
3,62
3,64
3,66
3,71
3,73
3,76
3,83
3,87
3,90
3,94
3,96
3,98
3,105
3,108
3,110
3,112
3,116
3,118
3,120
3,130
3,135
3,138
3,139
3,144
3,147
3,149
3,152
3,155
3,158
3,167
3,176
3,177
3,180
3,192
3,201
3,210
3,214
3,222
3,223
3,226
3,230
3,235
3,236
3,248
3,249
3,250
3,264
3,269
3,273
3,301
3,310
3,311
3,312
3,322
3,325
3,340
3,346
3,352
3,355
3,360
3,364
3,365
3,366
3,378
3,379
3,380
3,385
3,393
3,395
3,400
3,410
3,418
3,419
3,422
3,436
3,438
3,445
3,448
3,465
3,467
3,478
3,488
3,500
3,507
3,509
3,511
3,520
3,530
3,531
3,533
3,534
3,535
3,537
3,560
3,561
3,566
3,569
3,571
3,577
3,582
3,608
3,625
3,653
3,660
3,663
3,682
3,709
3,710
3,715
3,717
3,726
3,732
3,767
3,770
3,771
3,772
3,776
3,780
3,806
3,839
3,840
3,841
3,847
3,858
3,909
3,916
3,917
3,1002
3,1008
3,1009
3,1024
3,1037
3,1053
3,1084
3,1085
3,1086
3,1087
3,1090
3,1106
3,1107
3,1108
3,1138
3,1208
3,1217
3,1229
3,1232
3,1238
3,1263
3,1269
3,1294
3,1321
3,1397
3,1400
3,1414
3,1444
3,1601
3,1610
3,1614
3,1620
3,1633
3,1635
3,1641
3,1677
3,1690
3,1701
3,1736
3,1815
3,1907
3,1908
3,2000
3,2001
3,2016
3,2023
3,2102
3,2200
3,2404
3,2438
3,2441
3,2453
3,2464
3,2466
3,2467
3,2484
3,2491
3,2510
3,2708
3,2739
3,2867
3,2996
3,3355
3,3453
3,3505
3,3579
3,3728
3,3730
3,3747
3,3760
3,3767
3,3774
3,3781
4,5
4,7
4,10
4,11
4,12
4,18
4,21
4,23
4,25
4,26
4,28
4,29
4,30
4,31
4,32
4,35
4,41
4,42
4,45
4,46
4,48
4,52
4,57
4,58
4,60
4,66
4,67
4,80
4,81
4,84
4,87
4,91
4,92
4,95
4,96
4,99
4,102
4,109
4,114
4,117
4,119
4,121
4,124
4,134
4,135
4,140
4,145
4,153
4,155
4,157
4,162
4,171
4,173
4,177
4,190
4,196
4,197
4,202
4,215
4,221
4,237
4,241
4,244
4,247
4,249
4,254
4,261
4,279
4,287
4,288
4,290
4,291
4,308
4,309
4,313
4,334
4,335
4,337
4,348
4,371
4,383
4,390
4,394
4,415
4,432
4,433
4,434
4,459
4,461
4,483
4,527
4,556
4,596
4,598
4,601
4,602
4,640
4,683
4,691
4,694
4,705
4,758
4,773
4,800
4,817
4,824
4,825
4,889
4,892
4,903
4,945
4,978
4,981
4,987
4,1064
4,1067
4,1155
4,1175
4,1191
4,1193
4,1358
4,1371
4,1372
4,1374
4,1375
4,1377
4,1490
4,1534
4,1550
4,1818
4,1831
4,1853
4,1858
4,1867
4,1871
4,1908
4,2319
4,2332
4,2334
4,2335
4,2353
4,2359
4,2362
4,2385
4,2394
4,2396
4,2407
4,3008
4,3132
4,3205
4,3230
4,3235
4,3253
4,3306
4,3308
4,3335
4,3452
4,3494
4,3519
4,3558
4,3584
4,3601
4,3611
4,3622
4,3625
4,3635
4,3655
4,3657
4,3658
4,3663
4,3681
4,3688
4,3692
4,3694
4,3699
4,3700
4,3701
4,3709
4,3710
4,3722
4,3728
4,3737
4,3741
4,3746
4,3753
4,3756
4,3763
4,3769
5,6
5,7
5,10
5,11
5,14
5,15
5,18
5,19
5,23
5,24
5,26
5,28
5,29
5,30
5,31
5,32
5,35
5,38
5,39
5,40
5,42
5,43
5,46
5,48
5,52
5,55
5,58
5,74
5,84
5,89
5,91
5,94
5,99
5,103
5,105
5,106
5,111
5,112
5,114
5,115
5,116
5,122
5,123
5,132
5,137
5,148
5,149
5,161
5,162
5,167
5,176
5,184
5,187
5,189
5,197
5,202
5,206
5,207
5,213
5,226
5,243
5,244
5,265
5,277
5,279
5,286
5,294
5,304
5,305
5,329
5,330
5,393
5,407
5,430
5,457
5,491
5,518
5,521
5,523
5,525
5,544
5,548
5,556
5,631
5,637
5,641
5,700
5,705
5,727
5,733
5,749
5,753
5,808
5,809
5,814
5,817
5,825
5,1054
5,1055
5,1056
5,1063
5,1068
5,1151
5,1156
5,1177
5,1178
5,1184
5,1253
5,1345
5,1349
5,1360
5,1370
5,1373
5,1379
5,1394
5,1449
5,1460
5,1540
5,1541
5,1545
5,1554
5,1559
5,1565
5,1570
5,1577
5,1775
5,1829
5,1864
5,2291
5,2325
5,2351
5,2370
5,2375
5,2383
5,3065
5,3091
5,3095
5,3111
5,3154
5,3157
5,3175
5,3191
5,3221
5,3228
5,3304
5,3364
5,3568
5,3593
5,3598
5,3622
5,3706
5,3729
5,3730
5,3732
5,3765
5,3782
6,7
6,10
6,12
6,18
6,20
6,21
6,23
6,24
6,25
6,26
6,28
6,29
6,30
6,33
6,35
6,39
6,40
6,41
6,42
6,46
6,50
6,51
6,57
6,61
6,64
6,69
6,74
6,82
6,84
6,86
6,94
6,95
6,97
6,99
6,109
6,110
6,112
6,114
6,116
6,122
6,123
6,141
6,144
6,145
6,149
6,153
6,155
6,160
6,164
6,171
6,172
6,173
6,176
6,178
6,189
6,190
6,196
6,202
6,203
6,213
6,215
6,220
6,243
6,252
6,265
6,271
6,288
6,295
6,305
6,317
6,318
6,320
6,329
6,344
6,347
6,355
6,361
6,369
6,370
6,390
6,406
6,416
6,428
6,451
6,482
6,483
6,491
6,496
6,505
6,522
6,535
6,548
6,595
6,613
6,620
6,636
6,637
6,639
6,644
6,649
6,665
6,683
6,685
6,686
6,695
6,698
6,742
6,747
6,749
6,751
6,756
6,767
6,795
6,800
6,808
6,809
6,876
6,877
6,878
6,881
6,945
6,955
6,979
6,1032
6,1035
6,1045
6,1056
6,1058
6,1063
6,1146
6,1150
6,1151
6,1152
6,1161
6,1170
6,1177
6,1179
6,1184
6,1281
6,1286
6,1307
6,1308
6,1309
6,1316
6,1324
6,1345
6,1347
6,1359
6,1494
6,1498
6,1515
6,1521
6,1573
6,1648
6,1730
6,1756
6,1759
6,1767
6,1781
6,1783
6,2141
6,2191
6,2208
6,2209
6,2210
6,2300
6,2301
6,2306
6,2335
6,2357
6,2360
6,2380
6,2407
6,2865
6,2868
6,2888
6,2921
6,2922
6,2980
6,2986
6,3001
6,3010
6,3018
6,3051
6,3144
6,3176
6,3350
6,3377
6,3464
6,3471
6,3473
6,3482
6,3576
6,3595
6,3603
6,3620
6,3661
6,3662
6,3679
6,3682
6,3683
6,3684
6,3685
6,3691
6,3694
6,3695
6,3706
6,3713
6,3714
6,3718
6,3732
6,3736
6,3740
6,3743
6,3744
6,3745
6,3746
6,3752
6,3763
6,3764
6,3766
6,3768
6,3769
6,3772
6,3773
6,3776
6,3777
6,3778
6,3779
6,3780
6,3782
7,9
7,10
7,12
7,18
7,20
7,23
7,24
7,25
7,28
7,29
7,31
7,32
7,33
7,35
7,42
7,50
7,51
7,58
7,61
7,62
7,65
7,74
7,77
7,84
7,94
7,99
7,104
7,105
7,106
7,109
7,111
7,117
7,119
7,122
7,123
7,127
7,129
7,132
7,135
7,141
7,146
7,147
7,153
7,156
7,165
7,173
7,176
7,188
7,200
7,203
7,204
7,208
7,213
7,224
7,226
7,228
7,236
7,241
7,264
7,265
7,267
7,283
7,285
7,286
7,287
7,294
7,303
7,305
7,307
7,308
7,316
7,317
7,318
7,330
7,332
7,334
7,335
7,346
7,355
7,359
7,361
7,371
7,381
7,390
7,392
7,394
7,395
7,400
7,426
7,450
7,451
7,456
7,457
7,483
7,486
7,491
7,499
7,518
7,520
7,521
7,522
7,526
7,527
7,546
7,548
7,553
7,584
7,590
7,591
7,592
7,595
7,596
7,598
7,599
7,601
7,612
7,616
7,640
7,644
7,648
7,649
7,664
7,693
7,695
7,700
7,701
7,706
7,738
7,747
7,751
7,753
7,757
7,779
7,800
7,806
7,811
7,845
7,868
7,876
7,878
7,882
7,884
7,891
7,936
7,960
7,961
7,968
7,980
7,982
7,1032
7,1037
7,1040
7,1042
7,1067
7,1103
7,1158
7,1161
7,1177
7,1178
7,1194
7,1253
7,1297
7,1321
7,1342
7,1345
7,1360
7,1414
7,1458
7,1501
7,1517
7,1555
7,1565
7,1570
7,1577
7,1578
7,1583
7,1690
7,1787
7,1793
7,1835
7,1855
7,1864
7,1882
7,1895
7,2030
7,2171
7,2252
7,2329
7,2332
7,2335
7,2343
7,2353
7,2383
7,2388
7,2394
7,2407
7,2820
7,2920
7,2954
7,3017
7,3027
7,3115
7,3128
7,3130
7,3158
7,3368
7,3399
7,3452
7,3455
7,3458
7,3461
7,3464
7,3468
7,3471
7,3473
7,3488
7,3506
7,3523
7,3525
7,3528
7,3529
7,3530
7,3531
7,3532
7,3533
7,3534
7,3535
7,3536
7,3537
7,3538
7,3539
7,3540
7,3558
7,3559
7,3560
7,3568
7,3586
7,3590
7,3601
7,3613
7,3637
7,3648
7,3649
7,3650
7,3652
7,3653
7,3663
7,3664
7,3665
7,3666
7,3667
7,3668
7,3669
7,3670
7,3671
7,3672
7,3673
7,3674
7,3685
7,3690
7,3693
7,3720
7,3721
7,3730
7,3736
7,3743
7,3745
7,3753
7,3756
7,3766
7,3773
7,3775
7,3781
7,3782
8,10
8,13
8,14
8,16
8,18
8,19
8,20
8,21
8,23
8,25
8,29
8,30
8,31
8,32
8,34
8,36
8,37
8,38
8,39
8,41
8,44
8,46
8,50
8,51
8,59
8,64
8,65
8,66
8,69
8,74
8,76
8,78
8,82
8,96
8,97
8,106
8,107
8,110
8,112
8,121
8,122
8,131
8,132
8,134
8,141
8,144
8,145
8,151
8,153
8,155
8,158
8,164
8,174
8,175
8,176
8,184
8,192
8,195
8,196
8,201
8,202
8,210
8,218
8,233
8,255
8,266
8,271
8,273
8,283
8,286
8,294
8,299
8,303
8,304
8,314
8,315
8,328
8,345
8,347
8,408
8,442
8,451
8,466
8,490
8,512
8,517
8,533
8,544
8,545
8,546
8,547
8,548
8,588
8,612
8,621
8,631
8,637
8,680
8,682
8,686
8,732
8,797
8,823
8,853
8,870
8,942
8,976
8,1022
8,1047
8,1135
8,1138
8,1162
8,1282
8,1283
8,1285
8,1286
8,1291
8,1457
8,1469
8,1471
8,1475
8,1477
8,1483
8,1486
8,1708
8,1713
8,1720
8,1724
8,1725
8,1733
8,1742
8,2121
8,2123
8,2127
8,2138
8,2140
8,2144
8,2478
8,2726
8,2759
8,2769
8,2776
8,2780
8,2818
8,2991
8,3461
8,3512
8,3565
8,3566
8,3696
8,3712
8,3715
8,3728
8,3742
8,3743
8,3746
8,3778
8,3779
8,3780
8,3781
9,10
9,14
9,16
9,21
9,23
9,24
9,25
9,28
9,32
9,36
9,38
9,39
9,40
9,41
9,43
9,47
9,48
9,50
9,51
9,53
9,55
9,56
9,57
9,61
9,64
9,65
9,66
9,68
9,72
9,74
9,76
9,87
9,88
9,91
9,92
9,96
9,98
9,101
9,102
9,112
9,116
9,117
9,129
9,136
9,138
9,139
9,141
9,144
9,145
9,149
9,155
9,158
9,160
9,165
9,167
9,173
9,174
9,176
9,178
9,184
9,186
9,189
9,200
9,216
9,221
9,224
9,225
9,241
9,248
9,257
9,258
9,264
9,270
9,276
9,295
9,314
9,317
9,318
9,319
9,326
9,333
9,346
9,382
9,412
9,453
9,455
9,467
9,477
9,481
9,486
9,490
9,491
9,509
9,544
9,561
9,568
9,591
9,612
9,613
9,622
9,638
9,663
9,685
9,694
9,709
9,718
9,724
9,740
9,776
9,786
9,797
9,839
9,913
9,917
9,934
9,940
9,945
9,966
9,969
9,974
9,1017
9,1030
9,1039
9,1043
9,1077
9,1110
9,1136
9,1145
9,1149
9,1166
9,1287
9,1306
9,1323
9,1326
9,1423
9,1429
9,1535
9,1549
9,1561
9,1572
9,1635
9,1672
9,1701
9,1761
9,1771
9,1796
9,1966
9,1980
9,1987
9,1991
9,2128
9,2178
9,2187
9,2189
9,2203
9,2214
9,2249
9,2518
9,2557
9,2581
9,2777
9,2786
9,2907
9,2956
9,2985
9,3013
9,3121
9,3134
9,3512
9,3577
9,3616
9,3690
9,3730
9,3742
9,3755
9,3773
10,11
10,12
10,13
10,14
10,16
10,17
10,18
10,19
10,20
10,21
10,23
10,24
10,25
10,28
10,29
10,30
10,31
10,33
10,35
10,38
10,40
10,41
10,42
10,44
10,46
10,48
10,50
10,57
10,62
10,64
10,65
10,68
10,69
10,71
10,73
10,76
10,77
10,78
10,81
10,82
10,84
10,86
10,87
10,89
10,92
10,94
10,95
10,99
10,102
10,104
10,115
10,121
10,122
10,123
10,124
10,127
10,130
10,132
10,134
10,144
10,149
10,152
10,153
10,154
10,155
10,161
10,163
10,165
10,170
10,172
10,173
10,176
10,182
10,184
10,186
10,187
10,189
10,190
10,192
10,195
10,196
10,197
10,202
10,204
10,206
10,210
10,215
10,227
10,241
10,244
10,247
10,252
10,254
10,257
10,259
10,261
10,263
10,266
10,271
10,273
10,275
10,276
10,279
10,289
10,291
10,294
10,303
10,307
10,308
10,309
10,315
10,317
10,319
10,325
10,326
10,344
10,346
10,347
10,359
10,371
10,397
10,407
10,408
10,410
10,411
10,422
10,481
10,486
10,487
10,490
10,493
10,543
10,549
10,551
10,592
10,622
10,633
10,638
10,646
10,679
10,680
10,686
10,693
10,731
10,733
10,734
10,738
10,758
10,761
10,776
10,797
10,798
10,800
10,869
10,870
10,893
10,941
10,948
10,965
10,1029
10,1033
10,1067
10,1115
10,1144
10,1155
10,1158
10,1189
10,1291
10,1310
10,1341
10,1378
10,1486
10,1492
10,1507
10,1511
10,1512
10,1561
10,1696
10,1715
10,1747
10,1753
10,1754
10,1759
10,1766
10,1774
10,1870
10,1882
10,1886
10,2166
10,2167
10,2178
10,2179
10,2216
10,2256
10,2355
10,2790
10,2801
10,2864
10,2907
10,2914
10,2917
10,3223
10,3268
10,3344
10,3460
10,3489
10,3506
10,3555
10,3612
10,3623
10,3624
10,3677
10,3692
10,3703
10,3714
10,3716
10,3740
10,3741
10,3742
10,3751
10,3755
10,3761
10,3766
10,3770
10,3771
10,3773
10,3775
10,3781
11,18
11,20
11,25
11,26
11,30
11,31
11,32
11,33
11,34
11,35
11,39
11,43
11,46
11,48
11,58
11,72
11,80
11,81
11,91
11,92
11,96
11,99
11,102
11,103
11,104
11,115
11,117
11,119
11,122
11,124
11,127
11,153
11,155
11,156
11,157
11,162
11,163
11,171
11,173
11,190
11,215
11,228
11,240
11,244
11,246
11,279
11,286
11,287
11,288
11,289
11,290
11,291
11,304
11,314
11,320
11,334
11,350
11,374
11,375
11,390
11,394
11,396
11,457
11,458
11,483
11,495
11,529
11,601
11,613
11,626
11,648
11,650
11,750
11,756
11,814
11,821
11,824
11,825
11,881
11,885
11,892
11,897
11,903
11,974
11,975
11,982
11,1030
11,1042
11,1060
11,1063
11,1064
11,1071
11,1126
11,1161
11,1183
11,1184
11,1186
11,1209
11,1321
11,1330
11,1349
11,1359
11,1373
11,1375
11,1515
11,1534
11,1552
11,1576
11,1585
11,1783
11,1833
11,1845
11,1860
11,1872
11,2395
11,2400
11,3231
11,3233
11,3280
11,3292
11,3296
11,3353
11,3365
11,3569
11,3622
11,3703
11,3753
11,3763
12,14
12,19
12,20
12,21
12,23
12,24
12,32
12,42
12,45
12,57
12,67
12,69
12,70
12,74
12,84
12,94
12,111
12,126
12,132
12,165
12,176
12,177
12,189
12,203
12,205
12,257
12,278
12,319
12,416
12,427
12,429
12,434
12,455
12,486
12,516
12,596
12,598
12,649
12,650
12,658
12,696
12,700
12,811
12,880
12,883
12,951
12,964
12,1048
12,1049
12,1051
12,1167
12,1171
12,1181
12,1209
12,1331
12,1334
12,1350
12,1367
12,1393
12,1496
12,1522
12,1527
12,1528
12,1530
12,1531
12,1532
12,1533
12,1534
12,1536
12,1758
12,1766
12,1806
12,1807
12,1809
12,1811
12,1812
12,1816
12,1818
12,1827
12,1830
12,2242
12,2265
12,2266
12,2267
12,2269
12,2274
12,2276
12,2277
12,2278
12,2282
12,2283
12,2287
12,2289
12,2319
12,2354
12,2385
12,3035
12,3036
12,3037
12,3038
12,3040
12,3044
12,3045
12,3046
12,3049
12,3050
12,3053
12,3055
12,3059
12,3060
12,3071
12,3072
12,3074
12,3075
12,3088
12,3118
12,3143
12,3179
12,3240
12,3369
12,3464
12,3465
12,3468
12,3469
12,3515
12,3575
12,3581
12,3607
12,3656
12,3692
12,3695
12,3727
12,3728
12,3743
12,3758
12,3781
13,14
13,15
13,16
13,19
13,21
13,23
13,26
13,30
13,32
13,34
13,36
13,37
13,39
13,41
13,46
13,49
13,50
13,59
13,62
13,64
13,66
13,74
13,76
13,96
13,99
13,106
13,112
13,121
13,141
13,145
13,158
13,175
13,176
13,196
13,210
13,266
13,267
13,276
13,303
13,315
13,360
13,391
13,401
13,406
13,442
13,481
13,483
13,517
13,541
13,544
13,547
13,585
13,587
13,663
13,688
13,692
13,795
13,870
13,938
13,943
13,944
13,1023
13,1024
13,1026
13,1127
13,1136
13,1138
13,1157
13,1255
13,1287
13,1288
13,1289
13,1292
13,1332
13,1480
13,1481
13,1482
13,1723
13,1729
13,1730
13,1733
13,1736
13,2123
13,2133
13,2134
13,2135
13,2137
13,2141
13,2143
13,2145
13,2147
13,2156
13,2795
13,2803
13,2811
13,2812
13,2817
13,2824
13,3456
13,3743
13,3781
14,16
14,18
14,19
14,21
14,23
14,28
14,30
14,32
14,34
14,36
14,39
14,46
14,47
14,50
14,54
14,57
14,63
14,66
14,69
14,74
14,79
14,84
14,85
14,86
14,87
14,90
14,93
14,94
14,95
14,97
14,103
14,112
14,113
14,121
14,125
14,132
14,136
14,144
14,154
14,158
14,163
14,164
14,175
14,178
14,179
14,184
14,185
14,187
14,189
14,191
14,195
14,199
14,210
14,229
14,232
14,233
14,245
14,263
14,266
14,268
14,271
14,273
14,278
14,280
14,303
14,336
14,351
14,353
14,357
14,368
14,373
14,374
14,375
14,377
14,399
14,426
14,437
14,468
14,490
14,497
14,498
14,517
14,529
14,557
14,603
14,604
14,650
14,652
14,680
14,681
14,697
14,763
14,765
14,766
14,800
14,823
14,831
14,852
14,896
14,899
14,901
14,904
14,905
14,948
14,952
14,957
14,965
14,966
14,983
14,1069
14,1073
14,1074
14,1133
14,1161
14,1201
14,1204
14,1207
14,1248
14,1350
14,1384
14,1385
14,1386
14,1389
14,1392
14,1395
14,1470
14,1589
14,1595
14,1598
14,1872
14,1890
14,1893
14,1894
14,1902
14,1903
14,1904
14,1905
14,1920
14,2089
14,2286
14,2288
14,2292
14,2311
14,2335
14,2416
14,2421
14,2425
14,2427
